,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Benzolµg/m³,Toluolµg/m³,Ortschaft
2019-10-18,11,3,21,26,33,0.6,1.5,Neukölln
2019-10-19,11,3,21,25,31,0.6,1.5,Neukölln
2019-10-20,18,8,27,40,24,1.2,3.2,Neukölln
2019-10-21,33,29,33,77,6,1.6,5.5,Neukölln
2019-10-22,21,21,34,66,12,1.2,3.9,Neukölln
2019-10-23,28,10,25,40,19,0.9,2.2,Neukölln
2019-10-24,47,6,29,39,20,1.6,2.4,Neukölln
2019-10-25,21,7,29,40,19,1.0,2.2,Neukölln
2019-10-26,14,2,17,20,40,0.7,1.2,Neukölln
2019-10-27,12,1,18,19,45,0.6,1.2,Neukölln
2019-10-28,12,4,26,32,34,0.7,1.6,Neukölln
2019-10-29,14,5,29,37,26,0.8,1.9,Neukölln
